Robert Eric Williams, 23/07/1963, Harbor City, CA, 00/00/0000
Wilbert Kautz, 07/09/1915, Chicago, IL, 00/00/0000
Thomas F.X. Smith, 05/07/1927, Jersey City, NJ, 00/00/0000
Kelvin T. Cato, 26/08/1974, Atlanta, GA, 00/00/0000
Reginald Johnson, 25/06/1957, Atlanta, GA, 00/00/0000
Anthony Eugene Peeler, 25/11/1969, Kansas City, MO, 00/00/0000
Donald James MacLean, 16/01/1970, Palo Alto, CA, 00/00/0000
John B. Tresvant, 06/11/1939, Washington, DC, 00/00/0000
Samuel C. Barnard, 28/12/1937, Oshkosh, WI, 23/05/2003
Carey Scurry, 04/12/1962, Brooklyn, NY, 00/00/0000
Randall W. Breuer, 11/10/1960, Lake City, MN, 00/00/0000
Jeffery Trepagnier, 11/07/1979, Los Angeles, CA, 00/00/0000
Garland M. Head, 16/10/1921, (ht) Clovis, NM, 13/03/1991
Bobby Ray Phills, 20/12/1969, Baton Rouge, LA, 12/01/2000
Derrick Wayne McKey, 10/10/1966, Meridian, MS, 00/00/0000
Earl Joseph Evans, 11/11/1955, Port Arthur, TX, 00/00/0000
Davage Minor, 23/02/1922, , MO, 14/03/1998
Tommy Loren Burleson, 24/02/1952, Crossnore, NC, 00/00/0000
Richard G. Shrider, 07/02/1923, Glenford, OH, 00/00/0000
Lloyd Dove, 16/08/1945, Brooklyn, NY, 14/02/1983
Kelvin Ransey, 03/05/1958, Toledo, OH, 00/00/0000
Kim Galen Hughes, 04/06/1952, Freeport, IL, 00/00/0000
Willie Iverson, 08/10/1945, Detroit, MI, 00/00/0000
Enoch Eli Olsen, 25/07/1940, Gary, IN, 00/00/0000
Sidney Alvin Moncrief, 21/09/1957, Little Rock, AR, 00/00/0000
Trey Gilder, 24/01/1985, Dallas, TX, 00/00/0000
Melvin Sanders, 03/01/1981, Pine Bluff, AR, 00/00/0000
Jacob Bornheimer, 29/06/1927, New Brunswick, NJ, 10/09/1986
Ronnie Leroy Horn, 24/05/1938, Marion, IN, 05/10/2002
Dyron Patrick Nix, 11/02/1967, Meridian, MS, 00/00/0000
Christopher Zane Kaman, 28/04/1982, Grand Rapids, MI, 00/00/0000
Marvin Rottner, 23/03/1919, Chicago, IL, 21/09/2011
Michael Brown, 19/07/1963, Newark, NJ, 00/00/0000
Walter Jones Bellamy, 24/07/1939, New Bern, NC, 00/00/0000
Jeff Adrien, 10/02/1986, Brookline, MA, 00/00/0000
Donald Eugene Conley, 10/11/1930, Muskogee, OK, 00/00/0000
Steve Absher Hamilton, 30/11/1934, Columbia, KY, 02/12/1997
Zachary Randolph, 16/07/1981, Marion, IN, 00/00/0000
Michael Lloyd Miller, 19/02/1980, Mitchell, SD, 00/00/0000
Mark Strickland, 14/07/1970, Atlanta, GA, 00/00/0000
James Bostic, 28/01/1953, Brooklyn, NY, 00/00/0000
Jason Williams, 10/09/1981, Plainfield, NJ, 00/00/0000
Ronald Jerome Jones, 17/06/1970, Dresden, TN, 00/00/0000
Brandon Leray Rush, 07/07/1985, Kansas City, MO, 00/00/0000
Jason Chandler Williams, 18/11/1975, Belle, WV, 00/00/0000
William Quinn Buckner, 20/08/1954, Phoenix, IL, 00/00/0000
Jawad Hason Williams, 19/02/1983, Cleveland, OH, 00/00/0000
Anthony Lee Bowie, 09/11/1963, Tulsa, OK, 00/00/0000
Rashard Quovon Lewis, 08/08/1979, Pineville, LA, 00/00/0000
Ralph Adolphus Lewis, 28/03/1963, Philadelphia, PA, 00/00/0000
John M. Green, 08/12/1933, Dayton, OH, 00/00/0000
Patrick Wayne Durham, 10/03/1967, Dallas, TX, 00/00/0000
John T. Malokas, 01/08/1916, (ht) Cleveland, OH, 16/04/2000
Leonard Guy Ford, 18/02/1926, Washington, DC, 13/03/1972
Dennis Hopson, 22/04/1965, Toledo, OH, 00/00/0000
Paul F. Huston, 02/06/1925, Xenia, OH, 02/02/1992
Donald Hanrahan, 06/02/1929, Chicago, IL, 08/02/2010
Jayson Williams, 22/02/1968, Ritter, SC, 00/00/0000
Jonathan Rene Bender, 30/01/1981, Picayune, MS, 00/00/0000
Antonio Robert Daniels, 19/03/1975, Columbus, OH, 00/00/0000
Arthur James Guyton, 13/02/1978, Peoria, IL, 00/00/0000
Bennie J. Clyde, 10/06/1951, Albany, GA, 00/00/0000
Ikechukwa Somotochukwa Diogu, 11/09/1983, Buffalo, NY, 00/00/0000
Kris Nathan Humphries, 06/02/1985, Minneapolis, MN, 00/00/0000
Harold C. Lear, 31/01/1935, Philadelphia, PA, 00/00/0000
Harry Junior Gallatin, 26/04/1927, Roxana, IL, 00/00/0000
William Gambrell Henry, 27/12/1924, Dallas, TX, 00/00/0000
Carlos Deon Rogers, 06/02/1971, Detroit, MI, 00/00/0000
Trevor Fitzgerald Booker, 25/11/1987, Newberry, SC, 00/00/0000
Charles Edward Macauley, 22/03/1928, St. Louis, MO, 08/11/2011
Tyson Cleotis Chandler, 02/10/1982, Hanford, CA, 00/00/0000
Reginald Wayne Miller, 24/08/1965, Riverside, CA, 00/00/0000
Tracy Lamar McGrady, 24/05/1979, Bartow, FL, 00/00/0000
Chris Childs, 20/11/1967, Bakersfield, CA, 00/00/0000
Joseph Ruklick, 03/08/1938, Princeton, IL, 00/00/0000
Frederick L. Christ, 06/08/1930, Glendale, NY, 00/00/0000
William James Solomon, 20/07/1978, Hartford, CT, 00/00/0000
John Sylvester Newman, 28/11/1963, Danville, VA, 00/00/0000
Elliot Lamonte Perry, 28/03/1969, Memphis, TN, 00/00/0000
Howard K. Komives, 09/05/1941, Toledo, OH, 22/03/2009
Jerome Anderson, 09/10/1953, Mullens, WV, 01/08/2009
Pervis Ellison, 03/04/1967, Savannah, GA, 00/00/0000
Ricky Ray Grace, 20/08/1967, Dallas, TX, 00/00/0000
Dick Gibbs, 20/12/1948, Ames, IA, 00/00/0000
Antoine Domonick Wright, 06/02/1984, West Covina, CA, 00/00/0000
Warren Lynn Kidd, 09/09/1970, Harpersville, AL, 00/00/0000
Alex John Groza, 07/10/1926, Martins Ferry, OH, 21/01/1995
Raleigh C. Owens, 12/11/1934, Shreveport, LA, 00/00/0000
Channing Thomas Frye, 17/05/1983, White Plains, NY, 00/00/0000
Donyell Lamar Marshall, 18/05/1973, Reading, PA, 00/00/0000
William Jennings Reid, 10/09/1957, New York, NY, 00/00/0000
Robert Lewis Boozer, 26/04/1937, Omaha, NE, 19/05/2012
Darrell Walker, 09/03/1961, Chicago, IL, 00/00/0000
Bison Dele, 06/04/1969, Fresno, CA, 07/07/2002
Gerald Govan, 02/01/1942, Jersey City, NJ, 00/00/0000
Kevin Francis Joyce, 27/06/1951, Bayside, NY, 00/00/0000
Greg Steven Deane, 06/12/1957, Tulare, CA, 00/00/0000
Jerry Lee Sichting, 29/11/1956, Martinsville, IN, 00/00/0000
Dwayne Kenneth Schintzius, 14/10/1968, Brandon, FL, 15/04/2012
Delmer Beshore, 29/11/1956, Mechanicsburg, PA, 00/00/0000
Darnell Hillman, 29/08/1949, Sacramento, CA, 00/00/0000
Phillip B. Walker, 20/03/1956, Philadelphia, PA, 00/00/0000
Michael D. Ratliff, 07/06/1951, New Albany, MS, 00/00/0000
Ruben Reiswerg, 10/08/1912, Indianapolis, IN, 22/03/1998
Bruce Douglas, 09/04/1964, Quincy, IL, 00/00/0000
Kevin Jerome Duckworth, 01/04/1964, Harvey, IL, 25/08/2008
Philip Chenier, 30/10/1950, Berkeley, CA, 00/00/0000
Mahmoud Abdul-Rauf, 09/03/1969, Gulfport, MS, 00/00/0000
Norman Cook, 02/03/1955, Chicago, IL, 22/12/2008
Steven Michael Green, 04/10/1953, Madison, WI, 00/00/0000
Rudolph Debnar, 09/05/1916, (ht) Charleroi, PA, 00/00/0000
Eugene Lavon Banks, 15/05/1959, Philadelphia, PA, 00/00/0000
Craig Smith, 10/11/1983, Inglewood, CA, 00/00/0000
Devean Jamar George, 29/08/1977, Minneapolis, MN, 00/00/0000
MarShon Scitif Brooks, 26/01/1989, Long Branch, NJ, 00/00/0000
Alex Acker, 21/01/1983, Compton, CA, 00/00/0000
Michael P. Pratt, 04/08/1948, Dayton, OH, 00/00/0000
Carl  Christopher Landry, 19/09/1983, Milwaukee, WI, 00/00/0000
John Kevin Crotty, 15/07/1969, Orange, NJ, 00/00/0000
Clifton Reece Gaines, 07/01/1981, Madison, WI, 00/00/0000
Thomas James Copa, 30/10/1964, Robbinsdale, MN, 00/00/0000
Keith M. Swagerty, 30/10/1945, San Jose, CA, 00/00/0000
John Dewitt Kuester, 06/02/1955, Richmond, VA, 00/00/0000
Stephen Richard Previs, 09/02/1950, Bethel Park, PA, 00/00/0000
Frank Howard Card, 28/12/1944, Philadelphia, PA, 00/00/0000
Mahdi Abdul-Rahman, 15/04/1942, Wilmington, DE, 18/11/2011
Lorenzen Vern-Gagne Wright, 04/11/1975, Memphis, TN, 29/07/2010
William Bynum, 04/01/1983, Chicago, IL, 00/00/0000
Lawrence Wright, 23/01/1944, Newark, NJ, 23/03/2012
Reginald C. Lewis, 21/11/1965, Baltimore, MD, 27/07/1993
William Roberts, 03/03/1925, Fort Wayne, IN, 00/00/0000
Eric Lloyd Murdock, 14/06/1968, Somerville, NJ, 00/00/0000
John Michael Coker, 28/10/1971, Richland, WA, 00/00/0000
Leonard Robert Rosenbluth, 22/01/1933, New York, NY, 00/00/0000
Paul H. Hogue, 28/04/1940, Knoxville, TN, 17/08/2009
David Thirdkill, 12/04/1960, St. Louis, MO, 00/00/0000
Patrick Aloysius McFarland, 07/12/1951, Willingboro, NJ, 00/00/0000
Rodney Eugene Monroe, 16/04/1968, Baltimore, MD, 00/00/0000
George Gervin, 27/04/1952, Detroit, MI, 00/00/0000
Charles J. Mencel, 21/04/1933, Phillips, WI, 00/00/0000
Harold Hairston, 31/05/1942, Winston-Salem, NC, 01/05/2001
Benjamin McDonald, 20/07/1962, Torrance, CA, 00/00/0000
Frederick Terrell Jones, 11/03/1979, Malvern, AR, 00/00/0000
Richard Eugene Garmaker, 29/10/1932, Hibbing, MN, 00/00/0000
Wiley J. Peck, 15/09/1957, Montgomery, AL, 00/00/0000
Fred Brown, 07/08/1948, Milwaukee, WI, 00/00/0000
Garrett David Witts, 03/07/1959, Elizabeth, NJ, 00/00/0000
Troy Devon Bell, 10/11/1980, Minneapolis, MN, 00/00/0000
Archie William Dees, 22/02/1936, Ethel, MS, 00/00/0000
Wayne G. Chapman, 15/06/1945, Owensboro, KY, 00/00/0000
Dennis Mark Wuycik, 29/03/1950, Ambridge, PA, 00/00/0000
Abel Joseph Rodrigues, 16/01/1922, San Jose, CA, 17/07/2010
Guy William Rodgers, 01/09/1935, Philadelphia, PA, 19/02/2001
Elvin Ernest Hayes, 17/11/1945, Rayville, LA, 00/00/0000
Martyn Norris, 27/07/1973, Washington, DC, 00/00/0000
Andrew Tyler Hansbrough, 03/11/1985, Poplar Bluff, MO, 00/00/0000
Greg Magado Minor, 18/09/1971, Sandersville, GA, 00/00/0000
Stephen Jesse Jackson, 05/04/1978, Houston, TX, 00/00/0000
Eric Augustus Floyd, 06/03/1960, Gastonia, NC, 00/00/0000
Stanley Leon Jackson, 10/10/1970, Tuskegee, AL, 00/00/0000
William Thomas Franklin, 19/10/1949, Norfolk, VA, 00/00/0000
Byron Edward Irvin, 02/12/1966, LaGrange, IL, 00/00/0000
Jeffrey Lynn Green, 28/08/1986, Cheverly, MD, 00/00/0000
Devin George Durrant, 20/10/1960, Provo, UT, 00/00/0000
Rock Alan Lee, 01/05/1955, LaJolla, CA, 00/00/0000
Christopher Lemonte Mills, 25/01/1970, Los Angeles, CA, 00/00/0000
Ronald Henry Lee, 02/11/1952, Boston, MA, 00/00/0000
Jon Leuer, 14/05/1989, Long Lake, MN, 00/00/0000
Mickell Jawaun Gladness, 26/07/1986, Birmingham, AL, 00/00/0000
Terrence Lamont Rencher, 19/02/1973, Bronx, NY, 00/00/0000
Arthur LeMarcus Banks, 19/11/1981, Las Vegas, NV, 00/00/0000
Edward Delaney Rudd, 08/11/1962, Halifax, NC, 00/00/0000
James J. Seminoff, 01/09/1922, Los Angeles, CA, 12/06/2001
John MacBeth Paxson, 29/09/1960, Dayton, OH, 00/00/0000
Ivan W. Johnson, 10/04/1984, San Antonio, TX, 00/00/0000
Gary Weir Hill, 07/10/1941, Rocky, OK, 17/01/2009
Kenneth Smith, 08/03/1965, Queens, NY, 00/00/0000
Robert DeShaun Traylor, 01/02/1977, Detroit, MI, 11/05/2011
Louis M. Orr, 07/05/1958, Cincinnati, OH, 00/00/0000
Jim Hayes, 18/02/1948, Rockville Centre, NY, 11/03/2009
Wilmer Frederick Hosket, 20/12/1946, Dayton, OH, 00/00/0000
Stephen Francis Sharkey, 30/12/1918, Schenectady, NY, 15/03/1995
William Derek Grimm, 03/08/1974, Peoria, IL, 00/00/0000
Larry Donnell Drew, 02/04/1958, Kansas City, KS, 00/00/0000
Maurice E. King, 12/03/1935, Kansas City, KS, 17/09/2007
David Lee, 29/04/1983, St. Louis, MO, 00/00/0000
David G. Lee, 31/03/1942, Modesto, CA, 00/00/0000
Vincent Lamont Baker, 23/11/1971, Lake Wales, FL, 00/00/0000
Leroy Gibson, 29/06/1937, Tallahassee, FL, 00/00/0000
Calvin Leon Natt, 08/01/1957, Monroe, LA, 00/00/0000
Jack Walton, 00/00/0000, Markle, IN, 00/00/0000
Travis Marquez Outlaw, 18/09/1984, Starkville, MS, 00/00/0000
Lavoy Allen, 04/02/1989, Trenton, NJ, 00/00/0000
Kevin Jermaine Ollie, 27/12/1972, Dallas, TX, 00/00/0000
Joseph Edward Cooper, 01/09/1957, Houston, TX, 00/00/0000
Henry Lee Logan, 14/03/1946, Asheville, NC, 00/00/0000
Robert Frederick Carrington, 03/07/1953, Brookline, MA, 00/00/0000
Wayman Lawrence Tisdale, 09/06/1964, Tulsa, OK, 15/05/2009
Sedric Andre Toney, 13/04/1962, Columbus, MS, 00/00/0000
Antawn Cortez Jamison, 12/06/1976, Shreveport, LA, 00/00/0000
Keith LeWayne Smith, 09/03/1964, Flint, MI, 00/00/0000
Marshall Lee Rogers, 27/08/1953, St. Louis, MO, 15/06/2011
Joel Reuben Hitt, 30/12/1916, Goss, MS, 02/06/2003
Sebastian Telfair, 09/06/1985, Brooklyn, NY, 00/00/0000
Corey Laveon Beck, 27/05/1971, Memphis, TN, 00/00/0000
Robert George Bedell, 26/06/1944, Los Angeles, CA, 00/00/0000
Anthony Guy Bennett, 01/06/1969, Green Bay, WI, 00/00/0000
Timothy Mark Thomas, 26/02/1977, Paterson, NJ, 00/00/0000
Sidney Rochell Lowe, 21/01/1960, Washington, DC, 00/00/0000
Phil Hankinson, 26/07/1951, Augusta, GA, 19/11/1996
Dennis R. Bell, 02/06/1951, Cincinnati, OH, 00/00/0000
Claude W. English, 26/12/1946, Columbus, GA, 00/00/0000
Worthington R. Patterson, 17/06/1931, New Haven, CT, 00/00/0000
Slater Nelson Martin, 22/10/1925, El Mina, TX, 00/00/0000
Robert Matthew Hurley, 28/06/1971, Jersey City, NJ, 00/00/0000
Scot L. Pollard, 12/02/1975, Murray, UT, 00/00/0000
Paul Richard Long, 08/02/1944, Louisville, KY, 00/00/0000
Richard L. Weitzman, 30/04/1946, Boston, MA, 00/00/0000
Brian Ralph Quinnett, 30/05/1966, Pullman, WA, 00/00/0000
Dennis Keith Rodman, 13/05/1961, Trenton, NJ, 00/00/0000
Herbert L. Williams, 16/02/1958, Columbus, OH, 00/00/0000
Anthony Allen, 11/01/1982, Chicago, IL, 00/00/0000
Mervin P. Jackson, 15/08/1946, Savannah, GA, 07/06/2012
Ronald Michael Behagen, 14/01/1951, New York, NY, 00/00/0000
Sharrod Victor Ford, 09/01/1982, Washington, DC, 00/00/0000
Willard Sherell Ford, 26/08/1972, Baton Rouge, LA, 00/00/0000
Marques Bragg, 24/03/1970, East Orange, NJ, 00/00/0000
Virgil Batterman, 01/04/1918, Oshkosh, WI, 05/01/1999
LaPhonso Darnell Ellis, 05/05/1970, East St. Louis, IL, 00/00/0000
Hassan Niam Whiteside, 13/06/1989, Gastonia, NC, 00/00/0000
Wilfred Doerner, 27/02/1922, Mackey, IN, 10/12/2001
Derrick Paul Brown, 07/09/1987, Oakland, CA, 00/00/0000
Thomas Mark Scheffler, 27/10/1954, St. Joseph, MI, 00/00/0000
Daniel Brown, 17/08/1984, Jackson, MS, 00/00/0000
Devin Brown, 30/12/1978, Salt Lake City, UT, 00/00/0000
DeCovan Kadell Brown, 29/11/1968, Jacksonville, FL, 00/00/0000
Elmore Robert Morgenthaler, 03/08/1922, (ht) Amarillo, TX, 25/11/1997
Peter Gerard Verhoeven, 15/02/1959, Hanford, CA, 00/00/0000
Jelani Marwan McCoy, 06/12/1977, Oakland, CA, 00/00/0000
Wayne Robert Ellington, 29/10/1987, Wynnewood, PA, 00/00/0000
Eugene Short, 07/08/1953, Macon, MS, 00/00/0000
Eugene Jeter, 02/12/1983, Los Angeles, CA, 00/00/0000
Gregory Kelser, 17/09/1957, Panama City, FL, 00/00/0000
Khalid El-Amin, 25/04/1979, Minneapolis, MN, 00/00/0000
Richard Wilson, 07/02/1956, Louisville, KY, 00/00/0000
Ricky Wilson, 16/07/1964, Hampton, VA, 00/00/0000
Milas B. Shoun, 04/10/1904, Mountain City, TN, 10/10/1983
Eric Snow, 24/04/1973, Canton, OH, 00/00/0000
Michael Joseph Dunleavy, 15/09/1980, Fort Worth, TX, 00/00/0000
Michael Joseph Dunleavy, 21/03/1954, Brooklyn, NY, 00/00/0000
Walter Lee Jordan, 19/02/1956, Perry, AL, 00/00/0000
Dorie S. Murrey, 07/09/1943, Detroit, MI, 00/00/0000
Michael James Brittain, 21/06/1963, Clearwater, FL, 00/00/0000
Bryce G. Vann, 21/12/1934, Claremore, OK, 03/06/2004
George R. Irvine, 01/02/1948, Seattle, WA, 00/00/0000
James Dillard Crocker, 19/01/1925, Niles, MI, 00/00/0000
Marcus D. Camby, 22/03/1974, Hartford, CT, 00/00/0000
H. Eugene Mechling, 24/03/1909, Glenford, OH, 26/01/1975
Lester Hudson, 07/08/1984, Memphis, TN, 00/00/0000
Gregory Darryle Howard, 08/01/1948, Pittsburgh, PA, 00/00/0000
Carl J. Henry, 16/08/1960, Hollis, OK, 00/00/0000
Kevin Douglas Gamble, 13/11/1965, Springfield, IL, 00/00/0000
Arthur Collins, 14/04/1954, Sandersville, GA, 00/00/0000
Aaron James, 05/10/1952, New Orleans, LA, 00/00/0000
Daniel John Willard Ferry, 17/10/1966, Hyattsville, MD, 00/00/0000
Corey Antoine Maggette, 12/11/1979, Melrose Park, IL, 00/00/0000
Dean P. Meminger, 13/05/1948, Walterboro, SC, 00/00/0000
Jeffrey Steven Turner, 09/04/1962, Bangor, ME, 00/00/0000
Alva Winfred Wilfong, 18/03/1932, Puxico, MO, 18/05/1985
Gary Dwayne Payton, 23/07/1968, Oakland, CA, 00/00/0000
Terry Linnard Dozier, 29/06/1966, Baltimore, MD, 00/00/0000
Todd Fitzgerald Day, 07/01/1970, Decatur, IL, 00/00/0000
David Mills, 11/06/1940, Columbus, OH, 00/00/0000
Hartley Brent Price, 09/12/1968, Shawnee, OK, 00/00/0000
Loren Gerard Woods, 21/06/1978, St. Louis, MO, 00/00/0000
Joseph William Kleine, 04/01/1962, Colorado Springs, CO, 00/00/0000
John Postley, 30/05/1940, (ht) Philadelphia, PA, 00/00/0000
Tyson Aaron Wheeler, 08/10/1975, New Britain, CT, 00/00/0000
Irwin P. Rothenberg, 31/12/1921, The Bronx, NY, 18/07/2009
Earl Rashad Clark, 17/01/1988, Plainfield, NJ, 00/00/0000
Juwan Antonio Howard, 07/02/1973, Chicago, IL, 00/00/0000
Tyrus Wayne Thomas, 17/08/1986, Baton Rouge, LA, 00/00/0000
Mark Richard Acres, 15/11/1962, Inglewood, CA, 00/00/0000
Clyde Ehlers, 00/00/0000, Waco, NE, 00/00/0000
Shane Courtney Battier, 09/09/1978, Birmingham, MI, 00/00/0000
Jack Parr, 13/03/1936, Louisville, KY, 00/00/0000
Gilbert Jay Arenas, 06/01/1982, Tampa, FL, 00/00/0000
Richard Wesley Jones, 27/12/1946, Memphis, TN, 00/00/0000
Clarence Brookins, 00/00/0000, (ht) Philadelphia, PA, 00/00/0000
Vernon B. Gardner, 14/05/1925, Afton, WY, 26/08/1987
Antoine Devon Walker, 12/08/1976, Chicago, IL, 00/00/0000
Andrew Martin Walker, 25/03/1955, Long Island City, NY, 00/00/0000
Darrick David Martin, 06/03/1971, Denver, CO, 00/00/0000
Charles Anthony Peyton, 03/03/1921, Toledo, OH, 23/07/2007
Howard O'Neal Carter, 26/10/1961, Baton Rouge, LA, 00/00/0000
Lindsey Benson Hunter, 03/12/1970, Utica, MS, 00/00/0000
David Grover Stacey Wingate, 15/12/1963, Baltimore, MD, 00/00/0000
Eric Kendall Riley, 02/06/1970, Cleveland, OH, 00/00/0000
Eugene Lalley, 16/08/1922, Des Moines, IA, 00/00/0000
Reginald Elliot Geary, 31/08/1973, Trenton, NJ, 00/00/0000
Stephen Todd Alford, 23/11/1964, Franklin, IN, 00/00/0000
John Jones, 12/03/1943, Washington, DC, 00/00/0000
Osie Leon Wood, 25/03/1962, Columbia, SC, 00/00/0000
Marlon Bernard Redmond, 15/04/1955, San Francisco, CA, 00/00/0000
Wayne Radford, 29/05/1956, Indianapolis, IN, 00/00/0000
Elnardo Webster, 06/03/1948, Jersey City, NJ, 00/00/0000
Askia Jones, 03/12/1971, Philadelphia, PA, 00/00/0000
Henry Charles James, 29/07/1965, Centreville, AL, 00/00/0000
Michael Alan Iuzzolino, 22/01/1968, Altoona, PA, 00/00/0000
Haywood Chris Owens, 01/03/1979, Akron, OH, 00/00/0000
Jim Owens, 01/05/1950, Los Angeles, CA, 00/00/0000
Quitman Sullins, 00/00/0000, Boonville, MS, 00/00/0000
Corliss Mondari Williamson, 04/12/1973, Russellville, AR, 00/00/0000
Corey Williams, 24/04/1970, Twiggs, GA, 00/00/0000
Eddie Wollen, 00/00/0000, (ht) Memphis, TN, 00/00/0000
Howard Payne Shannon, 10/06/1923, Manhattan, KS, 00/00/0000
Henry Rosenstein, 16/06/1920, Brooklyn, NY, 27/02/2010
Samuel Duane Cooper, 25/06/1969, Benton Harbor, MI, 00/00/0000
Rodney Dion Carney, 15/04/1984, Memphis, TN, 00/00/0000
Glendon L. Selbo, 29/03/1926, LaCrosse, WI, 29/05/1995
Ryan Eugene Stack, 24/07/1975, Nashville, TN, 00/00/0000
Bradford William Wright, 26/03/1962, Hollywood, CA, 00/00/0000
Bracey Wright, 01/07/1984, The Colony, TX, 00/00/0000
Brandan Keith Wright, 05/10/1987, Nashville, TN, 00/00/0000
Anthony Lavelli, 11/07/1926, Somerville, MA, 08/01/1998
Jon P. McGlocklin, 10/06/1943, Franklin, IN, 00/00/0000
Nathaniel Clifton, 13/10/1922, England, AR, 31/08/1990
Gerald W. Ward, 06/09/1941, New York, NY, 00/00/0000
Brian Skinner, 19/05/1976, Temple, TX, 00/00/0000
Gregory Ray Sutton, 03/12/1967, Santa Cruz, CA, 00/00/0000
Bernard Voorheis, 23/05/1922, Spencerport, NY, 13/01/2010
Justin Reed, 16/01/1982, Jackson, MS, 00/00/0000
Lance Collin Allred, 02/02/1981, Salt Lake City, UT, 00/00/0000
Demetris Tiaunt Nichols, 04/09/1984, Boston, MA, 00/00/0000
John Dickson, 18/11/1945, Searcy, AR, 00/00/0000
Donald Jay Ohl, 18/04/1936, Murphysboro, IL, 00/00/0000
Thomas Thaddeus Hamilton, 03/04/1975, Chicago, IL, 00/00/0000
Benjamin Handlogten, 12/11/1973, Grand Rapids, MI, 00/00/0000
Robert Frederick McDermott, 07/01/1914, Whitestone, NY, 14/10/1963
John Mark Tschogl, 25/04/1950, Chula Vista, CA, 00/00/0000
Richard Joseph Regan, 30/11/1930, Newark, NJ, 24/12/2002
Jeffrey Bernard Foote, 14/07/1987, Lockwood, NY, 00/00/0000
Durand Macklin, 19/02/1958, Louisville, KY, 00/00/0000
John Bradley Holland, 06/12/1956, Billings, MT, 00/00/0000
Jeremy Pargo, 17/03/1986, Chicago, IL, 00/00/0000
Patrick Joseph Garrity, 23/08/1976, Las Vegas, NV, 00/00/0000
Bobby Simmons, 02/06/1980, Chicago, IL, 00/00/0000
Joseph James Wolf, 17/12/1964, Kohler, WI, 00/00/0000
Robert S. Bigelow, 26/12/1953, Boston, MA, 00/00/0000
Alan Timothy Hardy, 25/05/1957, Detroit, MI, 00/00/0000
Lawrence Michael Foust, 24/06/1928, Painesville, OH, 27/10/1984
Russell B. DeVette, 09/07/1923, Muskegon, MI, 23/11/2009
Robert Lewis Cattage, 17/08/1958, Huntsville, AL, 00/00/0000
Gaylord T. Woltzen, 29/06/1905, (ht) Peoria, IL, 21/07/1995
DeAndre Desmond Liggins, 31/03/1988, Chicago, IL, 00/00/0000
Dana Bruce Barros, 13/04/1967, Boston, MA, 00/00/0000
Guy R. Manning, 04/02/1944, Oakwood, TX, 00/00/0000
Robert Lee Parish, 30/08/1953, Shreveport, LA, 00/00/0000
Arthur Cornelius Spoelstra, 11/09/1932, Grand Rapids, MI, 09/04/2008
Billy Thomas, 23/12/1975, Shreveport, LA, 00/00/0000
Peter E. Myers, 15/09/1963, Mobile, AL, 00/00/0000
Daniel Ricardo Manning, 17/05/1966, Hattiesburg, MS, 00/00/0000
E.C. Coleman, 25/09/1950, Flora, MS, 00/00/0000
Robert Antell Sims, 09/10/1938, Santa Barbara, CA, 21/03/2006
William J. Hapac, 26/01/1918, Cicero, IL, 09/03/1967
Randy Scott Wittman, 28/10/1959, Indianapolis, IN, 00/00/0000
Damon Lamon Stoudamire, 03/09/1973, Portland, OR, 00/00/0000
Milton Henderson, 30/10/1976, Bakersfield, CA, 00/00/0000
John Elwood Schweitz, 19/04/1960, Waterloo, NY, 00/00/0000
Ronald Michael Watts, 21/05/1943, Washington, DC, 00/00/0000
Fredrick Kristian Hoiberg, 15/10/1972, Lincoln, NE, 00/00/0000
Collis Temple, 08/11/1952, Kentwood, LA, 00/00/0000
Howard Porter, 31/08/1948, Stuart, FL, 26/05/2007
Duane Causwell, 31/05/1968, Queens Village, NY, 00/00/0000
Stanley R. Kimbrough, 24/04/1966, Tuscaloosa, AL, 00/00/0000
Daniel Earnest Wagner, 01/08/1922, (ht) Houston, TX, 27/12/1997
Anthony Avent, 18/10/1969, Rocky Mount, NC, 00/00/0000
Dajuan Marquett Wagner, 04/02/1983, Camden, NJ, 00/00/0000
John Roosevelt Comeaux, 15/09/1943, Lafayette, LA, 00/00/0000
Reginald Jordan, 26/01/1968, Chicago, IL, 00/00/0000
Brant Clifford Weidner, 28/10/1960, Orefield, PA, 00/00/0000
Mario Antoine Elie, 26/11/1963, New York, NY, 00/00/0000
Sylvester Williams, 26/01/1958, New Haven, CT, 00/00/0000
Orlando Graham, 05/05/1965, Montgomery, AL, 00/00/0000
Eric Todd Piatkowski, 30/09/1970, Steubenville, OH, 00/00/0000
Tyreke Jamir Evans, 19/09/1989, Chester, PA, 00/00/0000
Jerry Ray Lucas, 30/03/1940, Middletown, OH, 00/00/0000
Gregory Lawrence Graham, 26/11/1970, Indianapolis, IN, 00/00/0000
Leon Powe, 22/01/1984, Berkeley, CA, 00/00/0000
Wesley Lavon Person, 28/03/1971, Crenshaw, AL, 00/00/0000
Frederick Cofield, 04/01/1962, Ypsilanti, MI, 00/00/0000
Richard Albert Van Arsdale, 22/02/1943, Indianapolis, IN, 00/00/0000
Martin Lewis, 28/04/1975, Liberal, KS, 00/00/0000
Phillip James Hicks, 31/01/1953, Chicago, IL, 00/00/0000
Ronald T. Murphy, 29/07/1964, Dover, DE, 00/00/0000
Jrue Randall Holiday, 12/06/1990, Chatsworth, CA, 00/00/0000
