Theodore Edward Fritsch, 31/10/1920, Spencer, WI, 04/10/1979
Patrick Michael Cummings, 11/07/1956, Johnstown, PA, 26/06/2012
Emilio J. Sinicola, 25/01/1929, New York, NY, 06/06/2011
Daniel Joseph Godfread, 14/06/1967, Fort Wayne, IN, 00/00/0000
Darwin Louis Cook, 06/08/1958, Los Angeles, CA, 00/00/0000
Daequan Cook, 28/04/1987, Dayton, OH, 00/00/0000
Michael Fitzgerald Morrison, 16/08/1967, Washington, DC, 00/00/0000
Garfield Smith, 18/11/1945, Campbellsville, KY, 00/00/0000
Craig Duane Neal, 16/02/1964, Muncie, IN, 00/00/0000
Gregory Alan Dreiling, 07/11/1963, Wichita, KS, 00/00/0000
John Lee Phares, 31/12/1915, Elkins, WV, 16/08/1974
Roshown McLeod, 17/11/1975, Jersey City, NJ, 00/00/0000
Raymond Edward Epps, 20/08/1956, Amelia, VA, 00/00/0000
Blaine Denning, 19/09/1930, Fulton, KY, 00/00/0000
Cornelius Leo Simmons, 15/03/1925, Newark, NJ, 15/04/1989
Keith Eugene Booth, 09/10/1974, Baltimore, MD, 00/00/0000
Ronald Stacey King, 29/01/1967, Lawton, OK, 00/00/0000
Josh Davis, 10/08/1980, Salem, OR, 00/00/0000
Johnny Reginald Davis, 21/10/1955, Detroit, MI, 00/00/0000
Richard J. Snyder, 01/02/1944, North Canton, OH, 00/00/0000
Joey Joseph Graham, 11/06/1982, Wilmington, DE, 00/00/0000
Sidney Wicks, 19/09/1949, Los Angeles, CA, 00/00/0000
Dwight Waller, 05/10/1945, Brownsville, TN, 00/00/0000
Edric George Costain, 04/11/1923, Wheeling, WV, 30/09/2009
Robert Alan Elliott, 18/08/1955, Ann Arbor, MI, 00/00/0000
Thomas Craig Abernethy, 06/05/1954, South Bend, IN, 00/00/0000
David C. Bustion, 30/08/1949, Gadsden, AL, 00/00/0000
Randy C. Stoll, 00/00/0000, Seattle, WA, 00/00/0000
Jeremy Tyler, 21/06/1991, San Diego, CA, 00/00/0000
Harry Dinnel, 00/00/0000, Torrance, CA, 00/00/0000
Raymond Albert Patterson, 15/01/1922, Lafayette, IN, 03/08/2011
Jacob Louis Molinas, 16/04/1932, New York, NY, 04/08/1975
Jackson Vroman, 06/01/1981, Laguna, CA, 00/00/0000
Dell Demps, 12/02/1970, Long Beach, CA, 00/00/0000
Quinton Lenord Ross, 30/04/1981, Dallas, TX, 00/00/0000
Elliott Lydell Davis, 25/03/1969, Toccoa, GA, 00/00/0000
Jerome Richardson, 14/05/1966, Philadelphia, PA, 00/00/0000
William R. Kennedy, 17/05/1938, Philadelphia, PA, 31/08/2006
Hiram Fuller, 15/05/1981, East St. Louis, MO, 00/00/0000
Zaid Abdul-Aziz, 07/04/1946, Brooklyn, NY, 00/00/0000
Grant Henry Hill, 05/10/1972, Dallas, TX, 00/00/0000
Malik Samory Hairston, 23/02/1987, Detroit, MI, 00/00/0000
Thomas Alvin Stith, 21/01/1939, Greenville Co., VA, 13/06/2010
Cornelius F. Taylor, 03/10/1967, Aurora, IL, 00/00/0000
Baron Walter Louis Davis, 13/04/1979, Los Angeles, CA, 00/00/0000
Kevin Christopher O'Shea, 10/07/1925, San Francisco, CA, 21/02/2003
Lewis G. Spicer, 12/11/1922, Watertown, NY, 23/06/1981
Bernard Thompson, 30/08/1962, Phoenix, AZ, 00/00/0000
Bart Kofoed, 24/03/1964, Omaha, NE, 00/00/0000
James Mitchell Cleamons, 13/09/1949, Lincolnton, NC, 00/00/0000
Markieff Morris, 02/09/1989, Philadelphia, PA, 00/00/0000
Willie J. Green, 28/07/1981, Detroit, MI, 00/00/0000
Elbert J. Butler, 09/07/1938, Rochester, NY, 17/07/2000
Glen Max Morris, 14/03/1925, Norris City, IL, 08/01/1998
Byron Dwight Houston, 22/11/1969, Watonga, KS, 00/00/0000
Bobby Frank Rule, 29/06/1944, Riverside, CA, 00/00/0000
Marcus Morris, 02/09/1989, Philadelphia, PA, 00/00/0000
James Birr, 22/08/1916, (ht) Indianapolis, IN, 08/06/2006
Donald Argee Barksdale, 31/03/1923, Oakland, CA, 08/03/1993
John Arnold Logan, 01/01/1921, Richmond, IN, 02/09/1977
Kevin Michael Grevey, 12/05/1953, Hamilton, OH, 00/00/0000
John Edwin George, 13/11/1928, Swissvale, PA, 30/01/1989
Gene E. Englund, 21/10/1917, Kenosha, WI, 05/11/1995
Hillery L. Brown, 30/07/1912, Chicago, IL, 08/02/1991
James S. Nolan, 09/06/1927, Macon, GA, 19/04/1983
Michael Adams, 19/01/1963, Hartford, CT, 00/00/0000
Christopher Wesson Bosh, 02/03/1984, Dallas, TX, 00/00/0000
Corey Dwight Benjamin, 24/02/1978, Compton, CA, 00/00/0000
Frederick O'Neal Vinson, 28/01/1971, Murfreesboro, NC, 00/00/0000
David Murphy-Kasim Greenwood, 27/05/1957, Lynwood, CA, 00/00/0000
Daniel Richard Green, 22/06/1987, North Babylon, NY, 00/00/0000
Paul Wallace, 00/00/0000, (ht) Philadelphia, PA, 00/00/0000
Darius Myron Washington, 06/12/1985, Winter Park, FL, 00/00/0000
Arian Keon Clark, 16/04/1975, Danville, IL, 00/00/0000
Willie M. Wise, 03/03/1947, San Francisco, CA, 00/00/0000
Shannon Brown, 29/11/1985, Maywood, IL, 00/00/0000
Steven Charles Mix, 30/12/1947, Toledo, OH, 00/00/0000
Jule L. Rivlin, 02/02/1917, Wheeling, WV, 23/09/2002
Judson Donald Buechler, 19/06/1968, San Diego, CA, 00/00/0000
George Pruitt, 18/06/1936, Chicago, IL, 16/12/2007
James Browne, 01/01/1930, Midlothian, IL, 00/00/0000
Cedrick Tyrone Hordges, 08/01/1957, Montgomery, AL, 00/00/0000
Jerryd Andrew Bayless, 20/08/1988, Phoenix, AZ, 00/00/0000
Lloyd Walton, 23/11/1953, Chicago, IL, 00/00/0000
Joseph Patrick Hassett, 11/09/1955, Providence, RI, 00/00/0000
Ron King, 11/07/1951, Louisville, KY, 00/00/0000
Ronald Stephen Franz, 20/10/1945, Kansas City, KS, 00/00/0000
Wayne Anthony Simien, 09/03/1983, Leavenworth, KS, 00/00/0000
Frederick Jolley Sheffield, 05/11/1923, Kaysville, UT, 08/12/2009
Terry Richard Mills, 21/12/1967, Romulus, MI, 00/00/0000
Michael Alex Conley, 11/10/1987, Indianapolis, IN, 00/00/0000
Leland Mitchell, 22/02/1941, Kiln, MS, 00/00/0000
Alton Lavelle Lister, 01/10/1958, Dallas, TX, 00/00/0000
Ernest A. Calverley, 30/01/1924, Pawtucket, RI, 20/10/2003
Leonard J. Elmore, 28/03/1952, New York, NY, 00/00/0000
Jared Scott Carter Jeffries, 25/11/1981, Bloomington, IN, 00/00/0000
Jerald DeWayne Honeycutt, 20/10/1974, Shreveport, LA, 00/00/0000
Adonis Adelecino Jordan, 21/08/1970, Brooklyn, NY, 00/00/0000
Corie Kasoun Blount, 04/01/1969, Monrovia, CA, 00/00/0000
Lamond Maurice Murray, 20/04/1973, Pasadena, CA, 00/00/0000
Grady W. Lewis, 25/03/1917, Boyd, TX, 11/03/2009
Michael Dewayne McDonald, 13/02/1969, Longview, TX, 00/00/0000
Marlbert Pradd, 17/11/1944, Chicago, IL, 00/00/0000
Horace Albert McKinney, 01/01/1919, Lowlands, NC, 16/05/1997
Dave M. Johnson, 16/11/1970, Morgan City, LA, 00/00/0000
Darryl Damone Johnson, 26/10/1965, Flint, MI, 00/00/0000
DeJuan Shontez Wheat, 14/10/1973, Louisville, KY, 00/00/0000
Harry Peter Grant, 20/05/1927, Superior, WI, 00/00/0000
Danny Richardson Young, 26/07/1962, Raleigh, NC, 00/00/0000
Ronald Lewis Rowan, 23/04/1962, New Brighton, PA, 00/00/0000
Zabian Dowdell, 10/09/1984, Pahokee, FL, 00/00/0000
Jeffrey Nigel Malone, 28/06/1961, Mobile, AL, 00/00/0000
Elwood A. Norris, 18/06/1919, Washington, IN, 25/04/2007
Javaris Cortez Crittenton, 31/12/1987, Atlanta, GA, 00/00/0000
Eric Charles Leckner, 27/05/1966, Inglewood, CA, 00/00/0000
Lester Allen Conner, 17/09/1959, Memphis, TN, 00/00/0000
Maurice Rodney Collins, 04/08/1984, Philadelphia, PA, 00/00/0000
Gary Lee Bradds, 26/07/1942, Jamestown, OH, 15/07/1983
Donald F. Otten, 18/04/1921, Bellefontaine, OH, 18/09/1985
Rashad Dion McCants, 25/09/1984, Asheville, NC, 00/00/0000
Anthony Quinn Pullard, 23/06/1966, DeQuincy, LA, 00/00/0000
Tony Dumas, 25/08/1972, Chicago, IL, 00/00/0000
Keith Raymond Erickson, 19/04/1944, San Francisco, CA, 00/00/0000
Kevin Joseph Lynch, 24/12/1968, Bloomington, MN, 00/00/0000
Vincent Joseph Boryla, 11/03/1927, East Chicago, IN, 00/00/0000
Michael Barnwell Silliman, 05/05/1944, Louisville, KY, 16/06/2000
Clifford V. Anderson, 07/09/1944, (ht) Philadelphia, PA, 00/00/0000
Tyler Deon Honeycutt, 15/07/1990, Sylmar, CA, 00/00/0000
Derrick Rowland, 21/06/1959, Brookhaven, NY, 00/00/0000
Glenn Stuart McDonald, 18/03/1952, Kewanee, IL, 00/00/0000
George Gregory Glamack, 07/06/1919, Johnstown, PA, 10/03/1987
Walter Vernon Hatton, 13/01/1936, Owingsville, KY, 00/00/0000
Daniel Paul Issel, 25/10/1948, Batavia, IL, 00/00/0000
Wilson Washington, 03/08/1955, Norfolk, VA, 00/00/0000
William Higgins, 15/12/1952, Toledo, OH, 00/00/0000
Jerry Pettway, 13/02/1944, Detroit, MI, 00/00/0000
Rick Hughes, 22/08/1973, Cincinnati, OH, 00/00/0000
Joe Barry Carroll, 24/07/1958, Pine Bluff, AR, 00/00/0000
James Weldon Hadnot, 15/01/1940, Jasper, TX, 02/08/1998
Clarence Francis, 04/09/1932, Hammondsville, OH, 00/00/0000
Clinton Smith, 19/01/1964, Cleveland, OH, 00/00/0000
Matt Kelly Barnes, 09/03/1980, Santa Clara, CA, 00/00/0000
George P. Dempsey, 19/07/1929, Philadelphia, PA, 00/00/0000
Noel Felix, 04/10/1981, Los Angeles, CA, 00/00/0000
Mitchell James Richmond, 30/06/1965, Fort Lauderdale, FL, 00/00/0000
Louis Marquel Roe, 14/07/1972, Atlantic City, NJ, 00/00/0000
John W. Eskridge, 00/00/0000, Kansas City, KS, 00/00/0000
Alvin Heggs, 12/12/1967, Jacksonville, FL, 00/00/0000
Ralph Lee Sampson, 07/07/1960, Harrisonburg, VA, 00/00/0000
Louis Boudreau, 17/07/1917, Harvey, IL, 10/08/2001
DeJuan Lamont Blair, 22/04/1989, Pittsburgh, PA, 00/00/0000
William Carl Bunting, 26/08/1947, New Bern, NC, 00/00/0000
William L. Buntin, 05/05/1942, Detroit, MI, 09/05/1968
Robert Paul Kinney, 16/09/1920, Fort Scott, KS, 02/09/1985
Kawhi Leonard, 29/06/1991, Riverside, CA, 00/00/0000
Cole David Aldrich, 31/10/1988, Burnsville, MN, 00/00/0000
Donald Grate, 27/08/1923, Greenfield, OH, 00/00/0000
Johnny Antonio Taylor, 04/06/1974, Chattanooga, TN, 00/00/0000
Terry Michael Teagle, 10/04/1960, Broaddus, TX, 00/00/0000
Marvin Jerome Barnes, 27/07/1952, Providence, RI, 00/00/0000
Derek Ervin Smith, 01/11/1961, Hogansville, GA, 09/08/1996
Delbert Bower Smith, 07/01/1920, Paul, ID, 25/02/2009
Otis Henry Thorpe, 05/08/1962, Boynton Beach, FL, 00/00/0000
James Ronald McDaniels, 02/04/1948, Scottsville, KY, 00/00/0000
Hassan Olawale Adams, 20/06/1984, Inglewood, CA, 00/00/0000
James Oliver Smith, 12/04/1958, Cleveland, OH, 00/00/0000
William D. Evans, 03/03/1947, (ht) New Haven, CT, 00/00/0000
Melvin Newbern, 11/06/1967, Toledo, OH, 00/00/0000
Max L. Perry, 16/05/1937, Columbus, IN, 27/02/2008
Luther Green, 13/11/1946, New York, NY, 25/01/2006
Irving B. Terjesen, 04/03/1915, Brooklyn, NY, 12/04/1990
Daniel J. Carnevale, 08/02/1918, Buffalo, NY, 29/12/2005
Trevor Ruffin, 26/09/1970, Buffalo, NY, 00/00/0000
Keith Adam Van Horn, 23/10/1975, Fullerton, CA, 00/00/0000
Charles Bradford Black, 15/06/1921, Arco, ID, 22/12/1992
Wallace Aliifua Rank, 01/03/1958, Fort Ord, CA, 00/00/0000
Stephen Henry Bracey, 01/08/1950, Brooklyn, NY, 00/00/0000
Gerald James Paddio, 21/04/1965, Lafayette, LA, 00/00/0000
Carlos Fernando Terry, 22/06/1956, Lexington, NC, 12/03/1989
Kenneth Walker, 18/08/1964, Roberta, GA, 00/00/0000
Robert E. Naber, 03/09/1929, Covington, KY, 08/02/1998
Mark Anthony Aguirre, 10/12/1959, Chicago, IL, 00/00/0000
Roy Manus Hinson, 02/05/1961, Trenton, NJ, 00/00/0000
John Sidney Battle, 09/11/1962, Washington, DC, 00/00/0000
Kemba Hudley Walker, 08/05/1990, The Bronx, NY, 00/00/0000
Britton Weaver Johnsen, 08/07/1979, Salt Lake City, UT, 00/00/0000
Aaron Michael Gray, 07/12/1984, Tarzana, CA, 00/00/0000
Leonard Eugene Robinson, 04/10/1951, Jacksonville, FL, 00/00/0000
Chris Jent, 11/01/1970, Orange, CA, 00/00/0000
Eric C. Williams, 17/07/1972, Newark, NJ, 00/00/0000
Steven Joseph Sitko, 18/11/1917, Fort Wayne, IN, 08/01/2003
Randolph Keys, 19/04/1966, Collins, MS, 00/00/0000
Lance Stephenson, 05/09/1990, Brooklyn, NY, 00/00/0000
Brian Patrick Heaney, 03/09/1946, Rockaway Beach, NY, 00/00/0000
Scott Anthony Padgett, 19/04/1976, Louisville, KY, 00/00/0000
William Edwin Spivey, 19/03/1929, Lakeland, FL, 08/05/1995
Kevin Robert McKenna, 08/01/1959, St. Paul, MN, 00/00/0000
Frank Edward Kendrick, 11/09/1950, Indianapolis, IN, 00/00/0000
Carldell Johnson, 28/01/1983, New Orleans, LA, 00/00/0000
Anthony Michael Zeno, 01/10/1957, New Orleans, LA, 00/00/0000
Paul Keen Mokeski, 03/01/1957, Spokane, WA, 00/00/0000
Theodore Glenn Scalissi, 26/10/1921, Madison, WI, 06/01/1987
Anthony Jerome Webb, 13/07/1963, Dallas, TX, 00/00/0000
James Jones, 01/01/1945, Tallulah, LA, 00/00/0000
Marko John Todorovich, 11/06/1923, Zeigler, IL, 24/06/2000
Eugene Stephen Rhodes, 02/09/1927, Louisville, KY, 00/00/0000
George Peter Svendsen, 22/03/1913, Minneapolis, MN, 06/08/1995
Kevin Michael Salvadori, 30/12/1970, Wheeling, WV, 00/00/0000
DeWayne White, 31/08/1986, Tuscaloosa, AL, 00/00/0000
Russell E. Lee, 27/01/1950, Boston, MA, 00/00/0000
Donald E. Meineke, 30/10/1930, Dayton, OH, 00/00/0000
Sam Smith, 08/01/1955, Ferriday, LA, 00/00/0000
Sam Smith, 27/01/1944, Hazard, KY, 00/00/0000
Tephen Hamilton, 26/05/1978, Jackson, MS, 00/00/0000
Douglas M. Overton, 03/08/1969, Philadelphia, PA, 00/00/0000
Horace Albert Brightman, 22/09/1923, Eureka, CA, 10/06/1992
Brad Allen Lohaus, 29/09/1964, New Ulm, MN, 00/00/0000
Keith Ramon Bogans, 12/05/1980, Washington, DC, 00/00/0000
Russell Schoene, 16/04/1960, Trenton, IL, 00/00/0000
William Rodney Averitt, 22/07/1952, Hopkinsville, KY, 00/00/0000
Derek Lamont Anderson, 18/07/1974, Louisville, KY, 00/00/0000
D.C. Wilcutt, 25/03/1923, Patton, AL, 00/00/0000
Almario Vernard Chalmers, 19/05/1986, Anchorage, AK, 00/00/0000
Walter James Devlin, 21/12/1931, Atlantic City, NJ, 28/04/1995
Kendrick Le'Dale Perkins, 10/11/1984, Nederland, TX, 00/00/0000
Conner Henry, 21/07/1963, Claremont, CA, 00/00/0000
Herman Henry, 08/12/1967, Dallas, TX, 00/00/0000
George T. Tinsley, 19/09/1946, Louisville, KY, 00/00/0000
Edward Lewis Pinckney, 27/03/1963, Bronx, NY, 00/00/0000
Larry O. Finch, 16/02/1951, Memphis, TN, 02/04/2011
Randy Foye, 09/09/1983, Newark, NJ, 00/00/0000
Patrick Edward Frink, 18/02/1945, Hutchinson, KS, 06/05/2012
Donald Nathaniel Boyce, 02/09/1973, Chicago, IL, 00/00/0000
Joseph Franklin Fulks, 26/10/1921, Birmingham, KY, 21/03/1976
Wayne R. Kreklow, 04/01/1957, Neenah, WI, 00/00/0000
John L. Turner, 30/11/1967, Washington, DC, 00/00/0000
William Robert Leonard, 17/07/1932, Terre Haute, IN, 00/00/0000
Willie Ricardo Burton, 26/05/1968, Detroit, MI, 00/00/0000
Howard L. Wright, 22/02/1947, Louisville, KY, 00/00/0000
Jerome Purcell Chambers, 18/07/1943, Washington, DC, 00/00/0000
Austin Darren Daye, 05/06/1988, Irvine, CA, 00/00/0000
Darrell Eugene Armstrong, 22/06/1968, Gastonia, NC, 00/00/0000
Howard Gregory Wright, 20/12/1967, San Diego, CA, 00/00/0000
Walter Ander Williams, 16/04/1970, Washington, DC, 00/00/0000
Russell Westbrook, 12/11/1988, Long Beach, CA, 00/00/0000
Larry Moffett, 05/11/1954, Mobile, AL, 00/00/0000
Dominic Ivan Pressley, 30/05/1964, Washington, DC, 00/00/0000
Luke Ryan Jackson, 06/11/1981, Eugene, OR, 00/00/0000
Alec Burks, 20/07/1991, Grandview, MO, 00/00/0000
Lucious Brown Jackson, 31/10/1941, San Marcos, TX, 00/00/0000
Darnell Terrell Valentine, 03/02/1959, Chicago, IL, 00/00/0000
Robert Antawon Whaley, 16/04/1982, Benton Harbor, MI, 00/00/0000
Richard Francis  Dennis Barry, 28/03/1944, Elizabeth, NJ, 00/00/0000
John Williams, 09/08/1962, Sorrento, LA, 00/00/0000
A.J. Wynder, 11/09/1964, Bronx, NY, 00/00/0000
Peter Todd Lalich, 23/06/1920, Lorain, OH, 01/02/2008
Samuel Lee Robinson, 01/01/1948, Los Angeles, CA, 00/00/0000
Robert J. Mullens, 01/11/1922, Brooklyn, NY, 15/07/1989
William E. Sattler, 09/08/1916, (ht) Mineral City, OH, 12/07/1971
Jason L. Lawson, 02/09/1974, Philadelphia, PA, 00/00/0000
Thomas Edwin Workman, 14/11/1944, Seattle, WA, 00/00/0000
Justin Ray Giddens, 13/02/1985, Oklahoma City, OK, 00/00/0000
Russell Dean Critchfield, 27/06/1946, Salinas, CA, 00/00/0000
Wayne Monte Rollins, 16/06/1955, Winter Haven, FL, 00/00/0000
Chris Douglas-Roberts, 08/01/1987, Detroit, MI, 00/00/0000
Christopher James Quinn, 27/09/1983, New Orleans, LA, 00/00/0000
Keith Bernard Askins, 15/12/1967, Athens, AL, 00/00/0000
Jodie Meeks, 21/08/1987, Norcross, GA, 00/00/0000
Robert Lee Nash, 24/08/1950, Hartford, CT, 00/00/0000
A. Byron Beck, 25/01/1945, Ellensburg, WA, 00/00/0000
Mitchell Keith Anderson, 23/09/1960, Chicago, IL, 00/00/0000
Mark Cecil Workman, 10/03/1930, Charleston, WV, 21/12/1983
McCoy McLemore, 03/04/1942, Houston, TX, 29/04/2009
Mateen Cleaves, 07/09/1977, Flint, MI, 00/00/0000
Sean Lester Rooks, 09/09/1969, New York, NY, 00/00/0000
Billy Eugene Owens, 01/05/1969, Carlisle, PA, 00/00/0000
Isaiah Butch Morris, 02/04/1969, Richmond, VA, 00/00/0000
Larry Sykes, 11/04/1973, Toledo, OH, 00/00/0000
Granville S. Waiters, 08/01/1961, Columbus, OH, 00/00/0000
Clinton Belmar Wager, 20/01/1920, Winona, MN, 29/02/1996
Byron James Mullens, 14/02/1989, Canal Winchester, OH, 00/00/0000
David O'Neil Thompson, 13/07/1954, Shelby, NC, 00/00/0000
Ronald Shavlik Randolph, 24/11/1983, Raleigh, NC, 00/00/0000
Robert H. Anderegg, 24/08/1937, Monroe, WI, 00/00/0000
Ernest DiGregorio, 15/01/1951, North Providence, RI, 00/00/0000
James Lee Anderson, 25/03/1989, El Dorado, AR, 00/00/0000
Andre Eugene McCarter, 25/08/1953, Philadelphia, PA, 00/00/0000
Arild Verner Agerskov Mikkelsen, 21/10/1928, Parlier, CA, 00/00/0000
Glen Anthony Rice, 28/05/1967, Flint, MI, 00/00/0000
Bobby F. Knight, 30/04/1929, Hartford, CT, 23/05/2008
Roy Rogers, 19/08/1973, Linden, AL, 00/00/0000
Rodney Ray Rogers, 20/06/1971, Durham, NC, 00/00/0000
Randolph Childress, 21/09/1972, Washington, DC, 00/00/0000
Otis Fitzgerald Smith, 30/01/1964, Jacksonville, FL, 00/00/0000
Gregory Carleton Anthony, 15/11/1967, Las Vegas, NV, 00/00/0000
Curtis Kitchen, 30/01/1964, Cape Coral, FL, 00/00/0000
Raymond T. Bellingham, 29/10/1916, (ht) Wesleyville, PA, 21/12/1998
Dwayne Edward McClain, 07/02/1963, Worcester, MA, 00/00/0000
James Joseph Paxson, 09/07/1957, Kettering, OH, 00/00/0000
Adam Philip Harrington, 05/07/1980, Bernardston, MA, 00/00/0000
Robert Frederick MacLeod, 15/10/1917, Glen Ellyn, IL, 13/01/2003
Joseph W. Graboski, 15/01/1930, Chicago, IL, 02/07/1998
Stuart Burrell Lantz, 13/07/1946, Uniontown, PA, 00/00/0000
James Edward Paxson, 19/12/1932, Pennville, IN, 00/00/0000
Dewitt Menyard, 24/05/1944, Columbus, OH, 21/05/2009
Charles Mrazovich, 26/02/1924, Ambridge, PA, 00/00/0000
Donald R. Chaney, 22/03/1946, Baton Rouge, LA, 00/00/0000
B. William Erickson, 08/06/1928, Rockford, IL, 21/09/1987
Lanard Copeland, 16/07/1965, Atlanta, GA, 00/00/0000
Dexter Wayne Shouse, 24/03/1963, Terre Haute, IN, 00/00/0000
Kenneth Victor Payne, 25/11/1966, Laurel, MS, 00/00/0000
Roy Leonard Hurley, 12/08/1922, Arcadia, CA, 14/10/1993
Paul Arthur Griffin, 20/01/1954, Shelby, MI, 00/00/0000
Brian David Scalabrine, 18/03/1978, Long Beach, CA, 00/00/0000
Carroll Williams, 11/11/1933, Stockton, CA, 00/00/0000
Leon Benbow, 23/07/1950, Columbia, SC, 00/00/0000
Jonathan Keith Smart, 21/09/1964, Baton Rouge, LA, 00/00/0000
Curtis R. Perry, 13/09/1948, Washington, DC, 00/00/0000
John Paul Shasky, 31/07/1964, Birmingham, MI, 00/00/0000
Willie D. Warren, 22/10/1989, Dallas, TX, 00/00/0000
Alfred E. Bonniwell, 06/10/1911, (ht) Philadelphia, PA, 08/03/2002
Kenneth Stanley Murray, 20/04/1928, West Orange, NJ, 15/06/2008
E'Twaun Donte Moore, 25/02/1989, East Chicago, IN, 00/00/0000
Charles Thomas, 03/10/1969, Dayton, OH, 00/00/0000
Stephen Graham, 11/06/1982, Wilmington, DE, 00/00/0000
Kiwane Garris, 24/09/1974, Chicago, IL, 00/00/0000
Kelvin Trent Tucker, 20/12/1959, Tarboro, NC, 00/00/0000
Charles Paulk, 14/06/1946, Fitzgerald, GA, 00/00/0000
Derrick Eugene Gervin, 28/03/1963, Detroit, MI, 00/00/0000
Lowes Lee Moore, 05/05/1957, Plymouth, SC, 00/00/0000
Frederick Russell Crawford, 23/12/1940, New York, NY, 00/00/0000
Luther A. Wright, 22/09/1971, Jersey City, NJ, 00/00/0000
Charles Henke, 10/10/1939, Malta Bend, MO, 00/00/0000
Lee Johnson, 16/06/1957, Plummerville, AR, 00/00/0000
Rafer Jamel Alston, 24/07/1976, New York, NY, 00/00/0000
George Thompson, 29/11/1947, Brooklyn, NY, 00/00/0000
Thomas Joseph Gola, 13/01/1933, Philadelphia, PA, 00/00/0000
Jeffrey Brian Lebo, 05/10/1966, Carlisle, PA, 00/00/0000
Robert Bruce Verga, 07/09/1945, Neptune, NJ, 00/00/0000
Collier Brown, 14/10/1969, Detroit, MI, 00/00/0000
Rodrick Rhodes, 24/09/1973, Jersey City, NJ, 00/00/0000
Troy Hudson, 13/03/1976, Carbondale, IL, 00/00/0000
Michael John Smith, 19/05/1965, Rochester, NY, 00/00/0000
Michael John Smith, 28/03/1972, Washington, DC, 00/00/0000
Mike Smith, 15/04/1976, West Monroe, LA, 00/00/0000
Donald W. Moore, 05/04/1910, Pittsburgh, PA, 08/04/1984
Jeffrey Maxwell Cohen, 06/10/1939, Kenosha, WI, 23/06/1978
Darrin Hancock, 03/11/1971, Birmingham, AL, 00/00/0000
Gail Charles Goodrich, 23/04/1943, Los Angeles, CA, 00/00/0000
Evric Gray, 13/12/1969, Bloomington, CA, 00/00/0000
John Bernard Rogers, 30/12/1963, Fullerton, CA, 00/00/0000
Murray Neal Wier, 12/12/1926, Grand View, IA, 00/00/0000
Bayard Forrest, 08/07/1954, San Jose, CA, 00/00/0000
John Edward Drew, 30/09/1954, Vredenburgh, AL, 00/00/0000
Julius Shareef Abdur-Rahim, 11/12/1976, Marietta, GA, 00/00/0000
Voshon Kelan Lenard, 14/05/1973, Detroit, MI, 00/00/0000
Hubert Ira Davis, 17/05/1970, Winston-Salem, NC, 00/00/0000
William Dean Naulls, 07/10/1934, Dallas, TX, 00/00/0000
Arthur Edward Spector, 17/10/1920, Philadelphia, PA, 18/06/1987
Aaron Fitzgerald McKie, 02/10/1972, Philadelphia, PA, 00/00/0000
Glynn Saulters, 10/02/1945, Minden, LA, 00/00/0000
Benjamin J. Schall, 08/12/1917, Cleveland, OH, 09/02/1998
Dwayne Lamont Morton, 08/08/1971, Louisville, KY, 00/00/0000
Nathan Allen Driggers, 12/10/1973, Chicago, IL, 00/00/0000
Jeffrey Grayer, 17/12/1965, Flint, MI, 00/00/0000
Spencer Mason Hawes, 28/04/1988, Seattle, WA, 00/00/0000
Michael Alvin Maloy, 10/05/1949, New York, NY, 03/02/2009
Edward W. Moeller, 00/00/0000, (ht) Delaware, OH, 00/00/0000
Lester Revell Selvage, 07/03/1943, St. Louis, MO, 15/06/1991
Marlon Garnett, 03/07/1975, Los Angeles, CA, 00/00/0000
Ronnie  Brewer, 20/03/1985, Portland, OR, 00/00/0000
Ronald Charles Brewer, 16/09/1955, Fort Smith, AR, 00/00/0000
Calvin Ramsey, 13/07/1937, Selma, AL, 00/00/0000
Michael F. O'Koren, 07/02/1958, Jersey City, NJ, 00/00/0000
Earl Gilbert Graves, 05/01/1962, Scarsdale, NY, 00/00/0000
Donald D. Ackerman, 04/09/1930, New York, NY, 09/07/2011
Vincent Joseph Del Negro, 09/08/1966, Springfield, MA, 00/00/0000
Antonio Keithflen McDyess, 07/09/1974, Quitman, MS, 00/00/0000
Geno Marcellus Carlisle, 13/08/1976, Grand Rapids, MI, 00/00/0000
Tod James Murphy, 24/12/1963, Long Beach, CA, 00/00/0000
Donald R. Buse, 10/08/1950, Huntingburg, IN, 00/00/0000
Charles Epperson, 00/00/0000, (ht) Jackson, MI, 00/00/0000
John Raymond Scott, 12/07/1938, Philadelphia, PA, 00/00/0000
Martell Webster, 04/12/1986, Edmond, WA, 00/00/0000
Marvin Nathaniel Webster, 13/04/1952, Baltimore, MD, 06/04/2009
Daniel LaDrew Vranes, 29/10/1958, Salt Lake City, UT, 00/00/0000
Walter Raymond Osterkorn, 06/07/1928, Chicago, IL, 11/01/2012
Dwight Elmo Jones, 27/02/1952, Houston, TX, 00/00/0000
Sherman Douglas, 15/09/1966, Washington, DC, 00/00/0000
Kenneth Darnel Norman, 05/09/1964, Chicago, IL, 00/00/0000
Eldridge David Recasner, 14/12/1967, New Orleans, LA, 00/00/0000
Mark Steven Alarie, 11/12/1963, Phoenix, AZ, 00/00/0000
Dwayne Clinton Jones, 09/06/1983, Morgantown, WV, 00/00/0000
Ronald Glen Davis, 01/01/1986, Baton Rouge, LA, 00/00/0000
Walter Piatkowski, 11/06/1945, Toledo, OH, 00/00/0000
